,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
130537,38.4382,-122.5759,328.3,1.1,1.1,2017-10-18,626,Terra,MODIS,100,6.2,280.5,35.3,N,0
130539,38.4491,-122.5656,347.3,1.1,1.1,2017-10-18,626,Terra,MODIS,100,6.2,286.0,72.4,N,0
130540,38.4476,-122.5782,326.5,1.1,1.1,2017-10-18,626,Terra,MODIS,100,6.2,282.8,32.5,N,0
130552,40.1839,-123.0458,334.3,1.6,1.2,2017-10-18,1038,Aqua,MODIS,100,6.2,283.7,74.2,N,0
130553,40.1872,-123.0627,324.4,1.6,1.2,2017-10-18,1038,Aqua,MODIS,100,6.2,280.0,49.9,N,0
130556,38.8166,-122.8931,333.7,1.7,1.3,2017-10-18,1039,Aqua,MODIS,100,6.2,290.2,78.9,N,0
130557,38.8126,-122.8737,328.0,1.7,1.3,2017-10-18,1039,Aqua,MODIS,100,6.2,291.5,60.7,N,0
130559,38.7975,-122.859,327.5,1.7,1.3,2017-10-18,1039,Aqua,MODIS,100,6.2,290.4,60.8,N,0
131126,38.7948,-122.8496,340.0,3.1,1.7,2017-10-18,1826,Terra,MODIS,91,6.2,296.4,202.5,D,0
131247,39.039,-122.1594,347.6,1.8,1.3,2017-10-18,2143,Aqua,MODIS,94,6.2,302.8,119.5,D,0
131249,40.1853,-123.0615,364.1,1.6,1.3,2017-10-18,2143,Aqua,MODIS,100,6.2,304.5,193.3,D,0
131256,38.8127,-122.9178,340.4,1.6,1.2,2017-10-18,2143,Aqua,MODIS,91,6.2,303.3,71.4,D,0
131258,38.7871,-122.8362,348.2,1.6,1.2,2017-10-18,2143,Aqua,MODIS,92,6.2,299.1,100.9,D,0
131259,38.7853,-122.8543,344.7,1.6,1.2,2017-10-18,2143,Aqua,MODIS,93,6.2,303.4,84.3,D,0
131303,40.1805,-123.0881,319.2,4.7,2.0,2017-10-19,709,Terra,MODIS,98,6.2,281.1,194.8,N,0
131304,40.1822,-123.0834,322.3,4.7,2.0,2017-10-19,709,Terra,MODIS,100,6.2,281.2,223.7,N,0
131322,40.186,-123.0562,350.4,2.1,1.4,2017-10-19,943,Aqua,MODIS,100,6.2,282.8,199.1,N,0
131323,40.1983,-123.05,316.4,2.1,1.4,2017-10-19,943,Aqua,MODIS,93,6.2,282.4,53.6,N,0
136298,40.7345,-121.2585,347.0,1.2,1.1,2017-10-29,2125,Aqua,MODIS,94,6.2,300.2,67.7,D,0
137003,39.9513,-120.5454,326.6,1.1,1.0,2017-10-31,555,Terra,MODIS,100,6.2,281.9,33.2,N,0
137632,40.0153,-120.8523,372.7,1.0,1.0,2017-10-31,2113,Aqua,MODIS,100,6.2,296.6,127.9,D,0
137641,40.6722,-121.3007,349.9,1.0,1.0,2017-10-31,2113,Aqua,MODIS,96,6.2,295.5,59.2,D,0
137645,40.6738,-121.289,348.7,1.0,1.0,2017-10-31,2113,Aqua,MODIS,95,6.2,295.7,56.5,D,0
138439,39.7967,-122.2919,344.1,1.2,1.1,2017-11-02,1921,Terra,MODIS,94,6.2,293.5,61.8,D,0
138456,39.2122,-121.7076,350.6,1.3,1.1,2017-11-02,1921,Terra,MODIS,96,6.2,292.3,94.5,D,0
139406,38.6523,-120.3863,336.7,1.1,1.0,2017-11-07,2118,Aqua,MODIS,90,6.2,287.5,43.7,D,0
139412,38.8145,-120.6295,372.7,1.1,1.0,2017-11-07,2118,Aqua,MODIS,100,6.2,294.4,136.2,D,0
139413,38.8219,-120.6245,358.1,1.1,1.0,2017-11-07,2118,Aqua,MODIS,99,6.2,291.5,90.4,D,0
139414,38.8161,-120.6174,344.4,1.1,1.0,2017-11-07,2118,Aqua,MODIS,94,6.2,289.7,54.7,D,0
139439,39.1755,-120.6071,352.3,1.1,1.0,2017-11-07,2119,Aqua,MODIS,97,6.2,289.1,76.5,D,0
139440,39.1771,-120.5951,370.3,1.1,1.0,2017-11-07,2119,Aqua,MODIS,100,6.2,289.5,131.6,D,0
142886,38.8656,-120.5241,335.7,1.1,1.0,2017-11-21,613,Terra,MODIS,100,6.2,280.6,42.8,N,0
142888,38.8747,-120.5263,321.2,1.1,1.0,2017-11-21,613,Terra,MODIS,100,6.2,280.0,23.9,N,0
142889,38.8304,-120.5042,315.0,1.1,1.0,2017-11-21,613,Terra,MODIS,90,6.2,279.9,18.7,N,0
142890,38.8289,-120.5162,319.3,1.1,1.0,2017-11-21,613,Terra,MODIS,98,6.2,280.6,22.8,N,0
143903,38.8506,-120.5506,350.1,1.0,1.0,2017-11-25,2106,Aqua,MODIS,96,6.2,293.0,64.2,D,0
143908,38.8595,-120.5527,373.1,1.0,1.0,2017-11-25,2106,Aqua,MODIS,100,6.2,293.6,129.6,D,0
145954,39.8111,-122.7628,343.1,1.0,1.0,2017-11-29,1903,Terra,MODIS,93,6.2,284.3,52.0,D,0
145960,39.8127,-122.7745,357.3,1.0,1.0,2017-11-29,1903,Terra,MODIS,93,6.2,282.9,83.3,D,0
146703,38.8592,-120.5351,320.5,1.1,1.1,2017-12-02,555,Terra,MODIS,100,6.2,275.2,26.6,N,0
146704,38.8686,-120.537,327.7,1.1,1.1,2017-12-02,555,Terra,MODIS,100,6.2,275.7,36.1,N,0
147982,38.8128,-120.5467,339.5,1.1,1.1,2017-12-06,1909,Terra,MODIS,91,6.2,285.8,51.4,D,0
147983,38.8107,-120.5344,363.8,1.1,1.1,2017-12-06,1909,Terra,MODIS,100,6.2,287.5,115.4,D,0
148096,38.8052,-120.544,372.5,1.6,1.2,2017-12-06,2048,Aqua,MODIS,100,6.2,291.2,240.5,D,0
148098,38.8099,-120.5338,348.3,1.6,1.2,2017-12-06,2048,Aqua,MODIS,95,6.2,287.8,112.1,D,0
148099,38.8157,-120.5487,342.3,1.6,1.2,2017-12-06,2048,Aqua,MODIS,93,6.2,286.2,90.1,D,0
148103,38.8063,-120.5518,354.6,1.6,1.2,2017-12-06,2048,Aqua,MODIS,98,6.2,291.2,138.6,D,0
148495,39.0873,-121.9148,352.0,1.2,1.1,2017-12-07,2131,Aqua,MODIS,97,6.2,294.9,89.8,D,0
151491,39.683,-122.1624,352.8,1.1,1.0,2017-12-16,2125,Aqua,MODIS,97,6.2,289.2,77.4,D,0
151956,39.4175,-122.2191,350.1,1.3,1.1,2017-12-20,2101,Aqua,MODIS,96,6.2,288.7,91.5,D,0
8289,39.5327,-122.0949,338.4,1.5,1.2,2018-02-16,2138,Aqua,MODIS,91,6.2,299.4,64.9,D,0
8359,40.014,-122.6285,361.0,1.0,1.0,2018-02-17,1902,Terra,MODIS,100,6.2,296.9,92.3,D,0
8367,38.8639,-120.9206,363.9,1.0,1.0,2018-02-17,1903,Terra,MODIS,100,6.2,292.3,98.6,D,0
8510,39.2842,-122.2237,346.0,1.1,1.0,2018-02-18,2125,Aqua,MODIS,94,6.2,297.7,56.1,D,0
8843,39.2703,-121.8639,336.1,1.9,1.3,2018-02-20,1933,Terra,MODIS,90,6.2,285.5,101.8,D,0
8844,39.266,-121.87100000000001,339.7,1.9,1.3,2018-02-20,1933,Terra,MODIS,92,6.2,286.5,116.5,D,0
8878,38.9039,-121.7397,343.4,1.0,1.0,2018-02-20,2113,Aqua,MODIS,93,6.2,296.5,47.2,D,0
10284,38.9725,-121.9464,336.0,1.4,1.2,2018-02-28,1844,Terra,MODIS,90,6.2,272.5,69.1,D,0
26732,38.1785,-121.5839,338.6,1.1,1.0,2018-04-02,2107,Aqua,MODIS,90,6.2,299.7,39.9,D,0
27467,38.4845,-120.3221,343.8,1.4,1.2,2018-04-04,1916,Terra,MODIS,93,6.2,282.4,73.1,D,0
35743,39.6717,-122.1252,337.8,1.1,1.0,2018-04-20,1916,Terra,MODIS,90,6.2,298.6,40.1,D,0
36913,40.5732,-122.52600000000001,364.8,1.1,1.0,2018-04-23,2126,Aqua,MODIS,100,6.2,308.8,104.8,D,0
37915,39.9829,-120.8626,356.1,1.0,1.0,2018-04-25,2114,Aqua,MODIS,98,6.2,304.7,68.8,D,0
40915,39.176,-121.6781,348.3,1.0,1.0,2018-05-01,1858,Terra,MODIS,95,6.2,305.9,51.9,D,0
46761,38.3257,-121.5319,344.9,1.0,1.0,2018-05-24,1904,Terra,MODIS,93,6.2,302.4,43.5,D,0
49938,40.0685,-122.4261,348.0,1.1,1.0,2018-06-07,1916,Terra,MODIS,94,6.2,311.8,46.7,D,0
49939,40.0665,-122.4138,358.5,1.1,1.0,2018-06-07,1916,Terra,MODIS,99,6.2,312.6,73.6,D,0
51300,38.6911,-121.565,355.3,1.1,1.1,2018-06-11,1852,Terra,MODIS,97,6.2,312.4,73.3,D,0
53221,38.3858,-121.359,345.8,1.8,1.3,2018-06-16,2048,Aqua,MODIS,92,6.2,310.4,95.2,D,0
53375,38.2618,-120.9028,344.0,1.4,1.2,2018-06-17,2131,Aqua,MODIS,91,6.2,305.6,60.9,D,0
54785,40.1231,-122.1832,348.2,1.5,1.2,2018-06-23,2055,Aqua,MODIS,93,6.2,314.9,75.7,D,0
54787,40.1198,-122.2001,354.5,1.5,1.2,2018-06-23,2055,Aqua,MODIS,97,6.2,317.7,99.3,D,0
54901,40.3318,-121.8316,330.5,1.1,1.1,2018-06-24,621,Terra,MODIS,100,6.2,296.2,33.7,N,0
54902,40.3334,-121.8184,320.7,1.1,1.1,2018-06-24,621,Terra,MODIS,100,6.2,295.2,20.0,N,0
54903,40.3349,-121.8052,334.8,1.1,1.1,2018-06-24,621,Terra,MODIS,100,6.2,294.9,41.2,N,0
54906,39.0848,-122.589,500.0,1.1,1.0,2018-06-24,621,Terra,MODIS,100,6.2,348.0,1726.9,N,0
54907,39.0909,-122.615,326.1,1.1,1.0,2018-06-24,621,Terra,MODIS,100,6.2,298.7,21.4,N,0
54908,39.0863,-122.5772,318.2,1.1,1.0,2018-06-24,621,Terra,MODIS,96,6.2,301.4,13.7,N,0
54909,39.0757,-122.5868,315.5,1.1,1.0,2018-06-24,621,Terra,MODIS,91,6.2,299.0,11.5,N,0
54910,39.0924,-122.603,369.2,1.1,1.0,2018-06-24,621,Terra,MODIS,100,6.2,305.5,117.5,N,0
54911,39.0833,-122.6009,408.4,1.1,1.0,2018-06-24,621,Terra,MODIS,100,6.2,313.4,326.9,N,0
54912,39.0939,-122.5914,378.9,1.1,1.0,2018-06-24,621,Terra,MODIS,100,6.2,306.0,155.8,N,0
54913,39.0802,-122.6255,319.8,1.1,1.0,2018-06-24,621,Terra,MODIS,99,6.2,299.0,15.4,N,0
54916,40.3094,-121.821,323.5,1.1,1.1,2018-06-24,621,Terra,MODIS,100,6.2,293.7,25.4,N,0
54920,40.3173,-121.8361,330.3,1.1,1.1,2018-06-24,621,Terra,MODIS,100,6.2,296.3,34.1,N,0
54921,40.3188,-121.8231,345.9,1.1,1.1,2018-06-24,621,Terra,MODIS,100,6.2,300.2,63.9,N,0
54922,40.3204,-121.81,320.2,1.1,1.1,2018-06-24,621,Terra,MODIS,100,6.2,295.5,20.6,N,0
54924,40.3223,-121.83,336.1,1.1,1.1,2018-06-24,621,Terra,MODIS,100,6.2,298.5,43.2,N,0
54925,40.3238,-121.8169,318.6,1.1,1.1,2018-06-24,621,Terra,MODIS,97,6.2,296.6,17.5,N,0
54970,40.3265,-121.8364,322.6,1.5,1.2,2018-06-24,1033,Aqua,MODIS,100,6.2,293.5,35.0,N,0
54973,39.1088,-122.6024,330.7,1.4,1.2,2018-06-24,1033,Aqua,MODIS,100,6.2,299.4,46.9,N,0
54974,40.3127,-121.8232,320.0,1.5,1.2,2018-06-24,1033,Aqua,MODIS,99,6.2,292.2,31.3,N,0
54976,40.3233,-121.8201,317.8,1.5,1.2,2018-06-24,1033,Aqua,MODIS,96,6.2,293.5,26.9,N,0
54977,39.115,-122.6063,314.7,1.4,1.2,2018-06-24,1033,Aqua,MODIS,90,6.2,298.3,17.5,N,0
54979,39.0907,-122.5946,336.6,1.4,1.2,2018-06-24,1033,Aqua,MODIS,100,6.2,300.3,60.8,N,0
54980,39.0982,-122.5762,341.9,1.5,1.2,2018-06-24,1033,Aqua,MODIS,100,6.2,300.6,74.0,N,0
54982,39.1013,-122.5927,335.0,1.4,1.2,2018-06-24,1033,Aqua,MODIS,100,6.2,299.8,55.2,N,0
54983,39.1043,-122.60799999999999,317.7,1.4,1.2,2018-06-24,1033,Aqua,MODIS,96,6.2,298.5,21.2,N,0
54984,39.077,-122.5806,321.6,1.5,1.2,2018-06-24,1033,Aqua,MODIS,95,6.2,296.8,27.4,N,0
54986,39.0801,-122.5969,325.8,1.4,1.2,2018-06-24,1033,Aqua,MODIS,100,6.2,298.4,35.9,N,0
54987,39.0876,-122.5787,385.0,1.5,1.2,2018-06-24,1033,Aqua,MODIS,100,6.2,306.7,297.4,N,0
55171,39.1242,-122.6285,350.0,4.2,1.9,2018-06-24,1959,Terra,MODIS,90,6.2,307.0,408.5,D,0
55175,40.4863,-122.5016,345.7,3.9,1.8,2018-06-24,1959,Terra,MODIS,93,6.2,311.7,294.7,D,0
55178,39.1099,-122.6238,367.8,4.2,1.9,2018-06-24,1959,Terra,MODIS,94,6.2,309.4,776.6,D,0
55179,39.0777,-122.5896,352.7,4.2,1.9,2018-06-24,1959,Terra,MODIS,91,6.2,307.8,458.9,D,0
55195,39.0932,-122.5731,413.6,1.4,1.2,2018-06-24,2138,Aqua,MODIS,100,6.2,332.6,522.8,D,0
55196,39.0779,-122.6178,357.0,1.4,1.2,2018-06-24,2138,Aqua,MODIS,98,6.2,313.3,98.4,D,0
55198,39.0797,-122.6011,351.1,1.4,1.2,2018-06-24,2138,Aqua,MODIS,95,6.2,311.7,76.6,D,0
55199,39.0813,-122.5858,371.3,1.4,1.2,2018-06-24,2138,Aqua,MODIS,100,6.2,316.9,163.1,D,0
55200,39.0829,-122.5705,414.8,1.4,1.2,2018-06-24,2138,Aqua,MODIS,100,6.2,332.3,540.4,D,0
55202,39.071,-122.5833,347.0,1.4,1.2,2018-06-24,2138,Aqua,MODIS,92,6.2,308.7,62.7,D,0
55203,40.4933,-122.5098,362.7,1.4,1.2,2018-06-24,2138,Aqua,MODIS,100,6.2,321.3,124.3,D,0
55207,39.0726,-122.568,383.2,1.4,1.2,2018-06-24,2138,Aqua,MODIS,100,6.2,311.7,241.8,D,0
55208,39.0915,-122.5885,369.9,1.4,1.2,2018-06-24,2138,Aqua,MODIS,100,6.2,317.8,159.6,D,0
55209,40.4868,-122.5189,413.0,1.4,1.2,2018-06-24,2138,Aqua,MODIS,100,6.2,327.7,544.3,D,0
55212,39.0469,-122.6124,348.7,1.4,1.2,2018-06-24,2138,Aqua,MODIS,93,6.2,312.4,71.1,D,0
55213,39.0486,-122.596,381.6,1.4,1.2,2018-06-24,2138,Aqua,MODIS,100,6.2,312.8,231.9,D,0
55214,39.1018,-122.5912,374.3,1.4,1.2,2018-06-24,2138,Aqua,MODIS,100,6.2,317.9,184.1,D,0
55216,39.1035,-122.5751,471.0,1.4,1.2,2018-06-24,2138,Aqua,MODIS,100,6.2,336.1,1609.9,D,0
55217,39.0742,-122.5527,393.4,1.4,1.2,2018-06-24,2138,Aqua,MODIS,94,6.2,309.8,325.6,D,0
55218,39.1105,-122.6085,381.2,1.4,1.2,2018-06-24,2138,Aqua,MODIS,100,6.2,321.0,227.0,D,0
55220,39.1121,-122.5934,360.2,1.4,1.2,2018-06-24,2138,Aqua,MODIS,100,6.2,309.2,115.3,D,0
55222,39.1071,-122.5978,359.2,1.4,1.2,2018-06-24,2138,Aqua,MODIS,99,6.2,313.4,109.9,D,0
55223,40.4886,-122.5017,379.8,1.4,1.2,2018-06-24,2138,Aqua,MODIS,100,6.2,322.6,225.7,D,0
55225,39.1087,-122.58200000000001,361.3,1.4,1.2,2018-06-24,2138,Aqua,MODIS,100,6.2,311.7,119.9,D,0
55226,39.1159,-122.6153,362.1,1.4,1.2,2018-06-24,2138,Aqua,MODIS,100,6.2,316.8,125.6,D,0
55227,39.1057,-122.6123,344.4,1.4,1.2,2018-06-24,2138,Aqua,MODIS,90,6.2,316.1,59.9,D,0
55228,39.1174,-122.6004,357.4,1.4,1.2,2018-06-24,2138,Aqua,MODIS,98,6.2,309.2,104.5,D,0
55230,40.3271,-121.8432,358.5,1.6,1.2,2018-06-24,2138,Aqua,MODIS,99,6.2,316.2,117.2,D,0
55232,40.3145,-121.8592,351.3,1.6,1.2,2018-06-24,2138,Aqua,MODIS,94,6.2,322.2,80.2,D,0
55233,40.3161,-121.8417,412.4,1.6,1.2,2018-06-24,2138,Aqua,MODIS,100,6.2,327.4,604.5,D,0
55234,40.4745,-122.5341,358.3,1.4,1.2,2018-06-24,2138,Aqua,MODIS,99,6.2,317.7,102.5,D,0
55236,40.4762,-122.5171,397.7,1.4,1.2,2018-06-24,2138,Aqua,MODIS,100,6.2,321.3,375.4,D,0
55237,40.4779,-122.5001,348.1,1.4,1.2,2018-06-24,2138,Aqua,MODIS,93,6.2,315.6,68.4,D,0
55238,40.4851,-122.5359,364.7,1.4,1.2,2018-06-24,2138,Aqua,MODIS,100,6.2,318.9,131.2,D,0
55239,40.4916,-122.5269,353.8,1.4,1.2,2018-06-24,2138,Aqua,MODIS,96,6.2,319.3,83.1,D,0
55241,40.481,-122.5251,407.1,1.4,1.2,2018-06-24,2138,Aqua,MODIS,100,6.2,328.7,470.9,D,0
55242,40.4826,-122.508,395.3,1.4,1.2,2018-06-24,2138,Aqua,MODIS,100,6.2,324.6,350.6,D,0
55301,39.0549,-122.5852,314.7,3.7,1.8,2018-06-25,526,Terra,MODIS,90,6.2,293.7,83.9,N,0
55302,39.0659,-122.5431,323.4,3.7,1.8,2018-06-25,526,Terra,MODIS,100,6.2,294.9,134.7,N,0
55303,39.0629,-122.5832,319.3,3.7,1.8,2018-06-25,526,Terra,MODIS,98,6.2,293.9,111.6,N,0
55304,39.0737,-122.541,319.0,3.7,1.8,2018-06-25,526,Terra,MODIS,98,6.2,294.6,106.8,N,0
55307,40.4882,-122.5211,318.7,3.3,1.7,2018-06-25,526,Terra,MODIS,97,6.2,298.0,79.1,N,0
55445,39.0695,-122.5403,371.9,1.0,1.0,2018-06-25,1904,Terra,MODIS,100,6.2,311.3,105.9,D,0
55448,39.0816,-122.5612,356.0,1.0,1.0,2018-06-25,1904,Terra,MODIS,92,6.2,319.9,48.6,D,0
55465,39.0727,-122.5634,398.1,1.0,1.0,2018-06-25,1904,Terra,MODIS,100,6.2,319.3,220.0,D,0
55466,39.0605,-122.5422,355.0,1.0,1.0,2018-06-25,1904,Terra,MODIS,97,6.2,313.2,57.5,D,0
55467,39.0622,-122.5538,377.3,1.0,1.0,2018-06-25,1904,Terra,MODIS,100,6.2,318.1,125.2,D,0
55468,39.0711,-122.5519,447.7,1.0,1.0,2018-06-25,1904,Terra,MODIS,100,6.2,327.9,668.9,D,0
55490,39.053000000000004,-122.545,355.1,2.5,1.5,2018-06-25,2043,Aqua,MODIS,97,6.2,304.6,234.1,D,0
55491,39.0465,-122.5739,376.3,2.5,1.5,2018-06-25,2043,Aqua,MODIS,100,6.2,316.6,483.6,D,0
55492,39.0469,-122.5501,355.3,2.5,1.5,2018-06-25,2043,Aqua,MODIS,97,6.2,306.7,241.1,D,0
55493,39.0595,-122.5793,409.5,2.5,1.5,2018-06-25,2043,Aqua,MODIS,100,6.2,316.8,1156.7,D,0
55495,39.0661,-122.5499,400.6,2.5,1.5,2018-06-25,2043,Aqua,MODIS,100,6.2,304.8,930.7,D,0
55497,39.0535,-122.5835,380.8,2.5,1.5,2018-06-25,2043,Aqua,MODIS,100,6.2,317.8,547.9,D,0
55498,39.0603,-122.554,386.9,2.5,1.5,2018-06-25,2043,Aqua,MODIS,100,6.2,305.1,647.9,D,0
55499,39.0666,-122.5267,344.1,2.5,1.5,2018-06-25,2043,Aqua,MODIS,90,6.2,300.0,150.8,D,0
55500,39.0732,-122.5601,407.5,2.5,1.5,2018-06-25,2043,Aqua,MODIS,94,6.2,310.4,1086.1,D,0
55502,39.0665,-122.589,382.8,2.5,1.5,2018-06-25,2043,Aqua,MODIS,100,6.2,316.6,573.2,D,0
55503,39.0404,-122.5781,362.5,2.5,1.5,2018-06-25,2043,Aqua,MODIS,100,6.2,312.2,311.8,D,0
55578,39.0427,-122.5727,328.4,1.0,1.0,2018-06-26,609,Terra,MODIS,100,6.2,293.6,27.8,N,0
55580,39.0589,-122.5281,325.9,1.0,1.0,2018-06-26,609,Terra,MODIS,100,6.2,293.6,23.4,N,0
55730,39.028,-122.5589,367.3,2.8,1.6,2018-06-26,1947,Terra,MODIS,100,6.2,304.3,436.1,D,0
55732,39.042,-122.5543,381.1,2.8,1.6,2018-06-26,1947,Terra,MODIS,100,6.2,304.6,664.7,D,0
55738,39.0304,-122.5517,380.7,2.8,1.6,2018-06-26,1947,Terra,MODIS,100,6.2,305.0,659.2,D,0
55740,39.0378,-122.5824,361.5,2.8,1.6,2018-06-26,1947,Terra,MODIS,100,6.2,302.5,361.4,D,0
55741,39.0442,-122.5465,353.3,2.8,1.6,2018-06-26,1947,Terra,MODIS,97,6.2,303.4,269.1,D,0
55745,39.0497,-122.5445,346.0,1.0,1.0,2018-06-26,2125,Aqua,MODIS,92,6.2,312.8,37.9,D,0
55751,39.0311,-122.5592,359.6,1.0,1.0,2018-06-26,2125,Aqua,MODIS,99,6.2,321.2,67.4,D,0
55752,39.0386,-122.5729,408.0,1.0,1.0,2018-06-26,2125,Aqua,MODIS,100,6.2,326.2,300.0,D,0
55755,39.0401,-122.5612,389.4,1.0,1.0,2018-06-26,2125,Aqua,MODIS,100,6.2,320.3,184.9,D,0
55756,39.0295,-122.5709,384.5,1.0,1.0,2018-06-26,2125,Aqua,MODIS,100,6.2,325.6,160.9,D,0
55757,39.0417,-122.5493,386.5,1.0,1.0,2018-06-26,2125,Aqua,MODIS,100,6.2,315.7,171.4,D,0
55758,39.0432,-122.5374,373.4,1.0,1.0,2018-06-26,2125,Aqua,MODIS,100,6.2,313.8,115.5,D,0
57298,38.7034,-122.2173,324.6,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,300.5,27.4,N,0
57299,38.705,-122.2031,367.6,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,312.3,141.2,N,0
57300,38.7067,-122.1885,432.2,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,333.4,674.0,N,0
57301,38.7084,-122.1739,397.9,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,315.8,316.1,N,0
57302,38.6921,-122.2286,317.2,1.2,1.1,2018-07-01,627,Terra,MODIS,95,6.2,296.3,17.3,N,0
57304,38.6589,-122.1671,317.9,1.2,1.1,2018-07-01,627,Terra,MODIS,96,6.2,296.7,12.2,N,0
57305,38.6656,-122.1968,445.7,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,327.3,871.0,N,0
57306,38.6672,-122.1831,466.3,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,338.4,1262.0,N,0
57307,38.6558,-122.1947,340.5,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,298.6,51.4,N,0
57308,38.6689,-122.1681,358.1,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,301.5,99.4,N,0
57310,38.6787,-122.1696,420.3,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,311.7,525.9,N,0
57311,38.6935,-122.2156,324.1,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,299.9,26.3,N,0
57312,38.6886,-122.1709,439.0,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,320.0,770.3,N,0
57313,38.6804,-122.1549,319.3,1.2,1.1,2018-07-01,627,Terra,MODIS,98,6.2,301.2,13.0,N,0
57314,38.6903,-122.1564,319.0,1.2,1.1,2018-07-01,627,Terra,MODIS,98,6.2,301.5,12.9,N,0
57315,38.6771,-122.184,500.0,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,378.0,2147.8,N,0
57317,38.6754,-122.1986,471.8,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,337.3,1382.0,N,0
57319,38.6951,-122.2019,397.5,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,316.5,313.9,N,0
57320,38.6853,-122.2003,379.5,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,315.3,196.2,N,0
57321,38.6869,-122.1858,500.0,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,351.3,2147.8,N,0
57322,38.6968,-122.1873,500.0,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,345.9,2148.9,N,0
57323,38.6823,-122.2264,322.3,1.2,1.1,2018-07-01,627,Terra,MODIS,98,6.2,296.4,22.8,N,0
57324,38.6985,-122.1725,462.9,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,323.4,1193.3,N,0
57326,38.7531,-122.2329,341.6,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,302.9,58.2,N,0
57327,38.7301,-122.1693,326.8,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,301.9,27.8,N,0
57328,38.7088,-122.1807,416.9,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,330.5,491.4,N,0
57329,38.6573,-122.1812,349.4,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,299.9,73.2,N,0
57331,38.7139,-122.2253,316.5,1.2,1.1,2018-07-01,627,Terra,MODIS,93,6.2,298.8,16.5,N,0
57332,38.7056,-122.2097,340.6,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,305.9,55.5,N,0
57333,38.7072,-122.1953,388.7,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,322.6,250.8,N,0
57334,38.7154,-122.2112,345.7,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,305.9,67.7,N,0
57336,38.717,-122.1966,383.8,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,319.0,221.4,N,0
57337,38.7187,-122.1821,414.8,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,327.9,469.3,N,0
57338,38.7269,-122.1984,376.8,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,314.0,182.9,N,0
57339,38.7547,-122.2184,323.0,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,303.1,23.7,N,0
57340,38.7367,-122.2004,368.6,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,309.9,144.9,N,0
57341,38.7285,-122.1838,426.5,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,325.7,603.2,N,0
57342,38.7383,-122.1857,410.8,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,317.0,431.9,N,0
57343,38.7252,-122.2132,344.0,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,305.8,63.4,N,0
57344,38.74,-122.171,324.3,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,300.4,25.5,N,0
57345,38.7237,-122.2273,333.3,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,300.3,41.6,N,0
57346,38.7482,-122.1874,358.1,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,309.0,105.6,N,0
57347,38.7564,-122.2039,320.6,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,303.3,20.1,N,0
57348,38.7334,-122.2296,320.5,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,300.3,21.6,N,0
57349,38.735,-122.215,324.0,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,303.3,25.2,N,0
57350,38.758,-122.189,335.1,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,304.0,44.2,N,0
57351,38.7465,-122.20200000000001,338.2,1.2,1.1,2018-07-01,627,Terra,MODIS,100,6.2,306.1,50.0,N,0
