,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
3041,39.0126,-120.5886,314.6,1.0,1.0,2015-01-25,607,Terra,MODIS,90,6.2,284.6,14.9,N,0
4668,39.4017,-122.5874,344.7,1.2,1.1,2015-01-29,1921,Terra,MODIS,94,6.2,292.0,66.6,D,0
5803,38.9498,-120.398,376.1,2.0,1.4,2015-02-05,1927,Terra,MODIS,100,6.2,284.9,374.0,D,0
5804,38.9452,-120.3769,341.0,2.0,1.4,2015-02-05,1927,Terra,MODIS,92,6.2,281.7,125.7,D,0
5807,38.9418,-120.3837,346.4,2.0,1.4,2015-02-05,1927,Terra,MODIS,94,6.2,282.5,150.2,D,0
5808,38.9463,-120.4048,351.9,2.0,1.4,2015-02-05,1927,Terra,MODIS,97,6.2,283.0,180.9,D,0
5837,39.8358,-120.60600000000001,339.4,1.0,1.0,2015-02-05,2107,Aqua,MODIS,91,6.2,282.6,45.1,D,0
11959,39.5469,-122.1611,350.2,1.0,1.0,2015-02-25,1903,Terra,MODIS,96,6.2,292.5,61.4,D,0
12413,39.388000000000005,-122.2573,337.3,1.8,1.3,2015-03-03,2144,Aqua,MODIS,90,6.2,296.2,83.7,D,0
12689,39.2238,-122.2313,347.7,1.2,1.1,2015-03-05,2132,Aqua,MODIS,95,6.2,303.4,65.4,D,0
13904,38.6436,-121.1765,338.2,1.1,1.0,2015-03-09,2107,Aqua,MODIS,90,6.2,304.3,36.4,D,0
13910,39.2484,-122.1956,338.2,1.1,1.1,2015-03-09,2107,Aqua,MODIS,90,6.2,309.3,35.6,D,0
13911,39.31,-122.2051,364.1,1.1,1.1,2015-03-09,2107,Aqua,MODIS,100,6.2,313.1,102.8,D,0
18676,39.566,-122.1152,336.7,1.2,1.1,2015-03-21,2132,Aqua,MODIS,90,6.2,304.4,39.3,D,0
19470,38.6992,-121.5561,337.3,1.0,1.0,2015-03-23,2119,Aqua,MODIS,90,6.2,293.6,36.6,D,0
20361,38.3392,-121.6093,339.9,1.2,1.1,2015-03-27,1915,Terra,MODIS,91,6.2,307.4,46.2,D,0
20514,39.53,-122.1481,347.1,1.5,1.2,2015-03-27,2055,Aqua,MODIS,94,6.2,309.7,83.3,D,0
20515,39.532,-122.1556,340.5,1.5,1.2,2015-03-27,2055,Aqua,MODIS,91,6.2,309.8,62.0,D,0
21902,39.275999999999996,-122.1609,367.7,1.0,1.0,2015-03-29,1903,Terra,MODIS,100,6.2,311.0,99.2,D,0
21955,39.3537,-121.8512,346.0,2.2,1.4,2015-03-29,2043,Aqua,MODIS,93,6.2,313.2,146.7,D,0
23809,39.2611,-122.2309,340.8,1.2,1.1,2015-03-31,1851,Terra,MODIS,92,6.2,306.4,48.5,D,0
23823,39.2512,-122.2327,342.7,1.2,1.1,2015-03-31,1851,Terra,MODIS,93,6.2,305.4,52.3,D,0
25407,40.7395,-121.3913,336.3,1.3,1.1,2015-04-03,1921,Terra,MODIS,90,6.2,275.3,56.5,D,0
25488,39.4707,-121.7708,342.9,1.2,1.1,2015-04-03,2101,Aqua,MODIS,92,6.2,311.2,50.2,D,0
30576,39.3388,-122.2294,348.7,1.3,1.1,2015-04-19,2102,Aqua,MODIS,93,6.2,318.4,63.8,D,0
40989,40.1903,-121.1631,351.3,1.0,1.0,2015-06-17,1903,Terra,MODIS,95,6.2,308.3,53.4,D,0
40990,40.1815,-121.1653,375.7,1.0,1.0,2015-06-17,1903,Terra,MODIS,100,6.2,317.5,124.3,D,0
40992,40.1832,-121.1768,366.5,1.0,1.0,2015-06-17,1903,Terra,MODIS,100,6.2,315.0,93.8,D,0
40997,39.0925,-121.3652,350.9,1.0,1.0,2015-06-17,1904,Terra,MODIS,95,6.2,320.5,41.5,D,0
41041,39.0813,-121.3828,354.5,2.1,1.4,2015-06-17,2043,Aqua,MODIS,97,6.2,317.2,158.9,D,0
41042,39.0935,-121.3873,343.1,2.1,1.4,2015-06-17,2043,Aqua,MODIS,90,6.2,318.6,83.3,D,0
41540,39.3021,-121.291,359.1,1.2,1.1,2015-06-18,2126,Aqua,MODIS,99,6.2,314.4,84.0,D,0
67644,38.4042,-122.0774,343.6,1.0,1.0,2015-07-06,2113,Aqua,MODIS,90,6.2,307.2,43.1,D,0
76677,38.4778,-122.09899999999999,375.8,1.8,1.3,2015-07-23,639,Terra,MODIS,100,6.2,297.7,320.9,N,0
76679,38.4796,-122.0773,384.8,1.8,1.3,2015-07-23,639,Terra,MODIS,100,6.2,303.1,408.2,N,0
76680,38.4897,-122.0988,345.9,1.8,1.3,2015-07-23,639,Terra,MODIS,100,6.2,294.5,124.2,N,0
76682,38.4678,-122.0754,352.1,1.8,1.3,2015-07-23,639,Terra,MODIS,100,6.2,296.5,157.5,N,0
76827,38.4633,-122.0766,346.0,1.7,1.3,2015-07-23,1839,Terra,MODIS,92,6.2,300.4,97.7,D,0
77061,38.4759,-122.1028,316.8,1.9,1.4,2015-07-24,544,Terra,MODIS,94,6.2,291.4,39.6,N,0
78817,39.2129,-120.8551,315.8,1.1,1.0,2015-07-27,614,Terra,MODIS,92,6.2,290.2,15.7,N,0
78819,39.2296,-120.8717,376.6,1.1,1.0,2015-07-27,614,Terra,MODIS,100,6.2,298.7,153.6,N,0
78820,39.2312,-120.8595,336.9,1.1,1.0,2015-07-27,614,Terra,MODIS,100,6.2,292.6,42.6,N,0
78821,39.2114,-120.8673,315.3,1.1,1.0,2015-07-27,614,Terra,MODIS,91,6.2,291.0,15.1,N,0
78822,39.2205,-120.8695,339.7,1.1,1.0,2015-07-27,614,Terra,MODIS,100,6.2,294.6,47.3,N,0
78823,39.2221,-120.8572,332.3,1.1,1.0,2015-07-27,614,Terra,MODIS,100,6.2,292.4,35.4,N,0
78895,39.2274,-120.8633,319.1,1.5,1.2,2015-07-27,1027,Aqua,MODIS,98,6.2,292.0,31.3,N,0
78896,39.224000000000004,-120.8462,317.4,1.5,1.2,2015-07-27,1027,Aqua,MODIS,95,6.2,290.4,28.5,N,0
79106,39.2266,-120.8502,346.0,1.4,1.2,2015-07-27,2131,Aqua,MODIS,91,6.2,300.3,77.0,D,0
79107,39.2218,-120.85600000000001,350.2,1.4,1.2,2015-07-27,2131,Aqua,MODIS,94,6.2,304.4,92.5,D,0
79108,39.2249,-120.8665,344.7,1.4,1.2,2015-07-27,2131,Aqua,MODIS,90,6.2,305.1,71.3,D,0
79116,38.7347,-121.4579,370.1,1.3,1.1,2015-07-27,2131,Aqua,MODIS,100,6.2,319.6,140.6,D,0
79270,39.239000000000004,-120.8532,314.7,2.3,1.5,2015-07-28,931,Aqua,MODIS,90,6.2,293.6,46.2,N,0
79442,38.4694,-122.079,378.7,3.0,1.6,2015-07-28,2036,Aqua,MODIS,100,6.2,320.5,660.3,D,0
79443,38.461999999999996,-122.1098,390.6,3.0,1.7,2015-07-28,2036,Aqua,MODIS,100,6.2,317.1,939.8,D,0
79669,38.4557,-122.0953,317.2,1.1,1.1,2015-07-29,602,Terra,MODIS,95,6.2,299.0,15.1,N,0
79773,38.4587,-122.09100000000001,348.6,1.0,1.0,2015-07-29,1015,Aqua,MODIS,100,6.2,297.9,59.9,N,0
79774,38.4498,-122.09299999999999,332.7,1.0,1.0,2015-07-29,1015,Aqua,MODIS,100,6.2,299.0,31.6,N,0
79987,38.4713,-122.0844,366.2,1.0,1.0,2015-07-29,2119,Aqua,MODIS,100,6.2,327.3,76.5,D,0
79991,39.4316,-121.3889,410.7,1.0,1.0,2015-07-29,2119,Aqua,MODIS,100,6.2,326.5,316.9,D,0
80166,38.9144,-122.4503,317.0,2.2,1.4,2015-07-30,645,Terra,MODIS,94,6.2,295.0,36.8,N,0
80167,38.9016,-122.4481,316.2,2.2,1.4,2015-07-30,645,Terra,MODIS,93,6.2,293.9,35.2,N,0
80168,38.8731,-122.4873,326.2,2.1,1.4,2015-07-30,645,Terra,MODIS,100,6.2,301.3,65.3,N,0
80169,38.8714,-122.5097,333.2,2.1,1.4,2015-07-30,645,Terra,MODIS,100,6.2,301.2,90.6,N,0
80170,38.8877,-122.4656,349.6,2.1,1.4,2015-07-30,645,Terra,MODIS,100,6.2,296.0,177.9,N,0
80171,38.8858,-122.4898,426.1,2.1,1.4,2015-07-30,645,Terra,MODIS,100,6.2,319.3,1351.2,N,0
80172,38.8841,-122.5125,460.2,2.1,1.4,2015-07-30,645,Terra,MODIS,100,6.2,331.4,2562.3,N,0
80173,38.8823,-122.5355,374.3,2.1,1.4,2015-07-30,645,Terra,MODIS,100,6.2,305.3,385.3,N,0
80176,38.9005,-122.4674,382.4,2.1,1.4,2015-07-30,645,Terra,MODIS,100,6.2,300.7,489.0,N,0
80177,38.8986,-122.4919,383.8,2.1,1.4,2015-07-30,645,Terra,MODIS,100,6.2,308.1,504.3,N,0
80178,38.8967,-122.5152,353.5,2.1,1.4,2015-07-30,645,Terra,MODIS,100,6.2,307.1,201.9,N,0
80179,38.895,-122.5377,334.4,2.1,1.4,2015-07-30,645,Terra,MODIS,100,6.2,301.5,94.0,N,0
80180,38.9132,-122.4693,368.7,2.1,1.4,2015-07-30,645,Terra,MODIS,100,6.2,299.6,332.4,N,0
80181,38.9113,-122.4939,353.9,2.1,1.4,2015-07-30,645,Terra,MODIS,100,6.2,304.2,204.5,N,0
80182,38.9094,-122.5178,347.9,2.1,1.4,2015-07-30,645,Terra,MODIS,100,6.2,305.2,164.3,N,0
80183,38.9076,-122.5401,329.1,2.1,1.4,2015-07-30,645,Terra,MODIS,95,6.2,299.9,73.4,N,0
80186,38.9221,-122.5195,327.1,2.1,1.4,2015-07-30,645,Terra,MODIS,100,6.2,301.2,64.6,N,0
80188,38.8999,-122.4727,374.4,2.1,1.4,2015-07-30,645,Terra,MODIS,100,6.2,302.3,393.0,N,0
80189,38.8981,-122.4971,366.5,2.1,1.4,2015-07-30,645,Terra,MODIS,100,6.2,308.2,308.5,N,0
80190,38.8964,-122.5201,343.4,2.1,1.4,2015-07-30,645,Terra,MODIS,100,6.2,307.0,138.8,N,0
80192,38.9126,-122.4745,380.5,2.1,1.4,2015-07-30,645,Terra,MODIS,100,6.2,302.1,464.7,N,0
80193,38.9108,-122.4994,346.5,2.1,1.4,2015-07-30,645,Terra,MODIS,100,6.2,304.8,157.8,N,0
80194,38.9091,-122.5227,346.7,2.1,1.4,2015-07-30,645,Terra,MODIS,100,6.2,304.8,156.6,N,0
80195,38.9074,-122.5454,322.7,2.1,1.4,2015-07-30,645,Terra,MODIS,100,6.2,298.6,53.6,N,0
80196,38.9254,-122.4766,318.0,2.1,1.4,2015-07-30,645,Terra,MODIS,96,6.2,296.5,38.2,N,0
80198,38.9218,-122.5246,327.2,2.1,1.4,2015-07-30,645,Terra,MODIS,100,6.2,300.9,66.9,N,0
80201,38.9492,-122.5026,318.4,2.1,1.4,2015-07-30,645,Terra,MODIS,97,6.2,297.5,41.3,N,0
80255,38.9114,-122.4697,317.4,4.5,2.0,2015-07-30,919,Aqua,MODIS,95,6.2,295.6,126.3,N,0
80257,38.9127,-122.4787,316.0,4.5,2.0,2015-07-30,919,Aqua,MODIS,92,6.2,295.6,115.9,N,0
80260,38.8775,-122.4831,325.0,4.5,2.0,2015-07-30,919,Aqua,MODIS,100,6.2,294.9,197.3,N,0
80261,38.8758,-122.4882,324.5,4.5,2.0,2015-07-30,919,Aqua,MODIS,100,6.2,294.6,193.1,N,0
80276,38.8905,-122.479,318.7,3.4,1.7,2015-07-30,1057,Aqua,MODIS,97,6.2,295.4,90.6,N,0
80279,38.8966,-122.4842,315.7,3.4,1.7,2015-07-30,1057,Aqua,MODIS,92,6.2,294.9,74.8,N,0
80281,38.8814,-122.4894,319.0,3.4,1.7,2015-07-30,1057,Aqua,MODIS,98,6.2,296.2,93.6,N,0
80444,38.9385,-122.5134,356.8,1.5,1.2,2015-07-30,1845,Terra,MODIS,98,6.2,306.9,114.4,D,0
80446,38.9277,-122.5152,345.0,1.5,1.2,2015-07-30,1845,Terra,MODIS,91,6.2,305.6,67.5,D,0
80448,38.9242,-122.4803,345.6,1.5,1.2,2015-07-30,1845,Terra,MODIS,91,6.2,308.0,68.7,D,0
80449,38.9225,-122.4631,355.2,1.5,1.2,2015-07-30,1845,Terra,MODIS,97,6.2,306.8,107.8,D,0
80452,38.9201,-122.4704,355.3,1.5,1.2,2015-07-30,1845,Terra,MODIS,97,6.2,308.6,109.9,D,0
80454,38.8986,-122.4743,351.5,1.5,1.2,2015-07-30,1845,Terra,MODIS,95,6.2,303.8,93.4,D,0
80457,38.8807,-122.5137,368.2,1.5,1.2,2015-07-30,1845,Terra,MODIS,100,6.2,306.4,173.7,D,0
80459,38.8699,-122.5164,347.5,1.5,1.2,2015-07-30,1845,Terra,MODIS,92,6.2,305.0,79.2,D,0
80503,38.9125,-122.4903,356.0,4.7,2.0,2015-07-30,2024,Aqua,MODIS,97,6.2,303.6,586.1,D,0
80505,38.9117,-122.4992,351.2,4.7,2.0,2015-07-30,2024,Aqua,MODIS,94,6.2,303.5,487.5,D,0
80655,38.8709,-122.4858,363.8,3.3,1.7,2015-07-30,2202,Aqua,MODIS,94,6.2,305.2,459.2,D,0
80656,38.8686,-122.4928,353.3,3.3,1.7,2015-07-30,2202,Aqua,MODIS,91,6.2,305.5,303.3,D,0
80658,38.9165,-122.4634,389.1,3.3,1.7,2015-07-30,2202,Aqua,MODIS,100,6.2,304.1,1000.3,D,0
80661,38.9117,-122.4671,372.4,3.3,1.7,2015-07-30,2202,Aqua,MODIS,100,6.2,303.7,610.9,D,0
80662,38.9272,-122.4684,345.2,3.3,1.7,2015-07-30,2202,Aqua,MODIS,91,6.2,300.6,207.2,D,0
80998,38.8914,-122.42299999999999,334.4,1.6,1.2,2015-07-31,550,Terra,MODIS,100,6.2,291.6,58.4,N,0
80999,38.8948,-122.4054,385.6,1.6,1.2,2015-07-31,550,Terra,MODIS,100,6.2,298.8,338.1,N,0
81001,38.9057,-122.4086,440.0,1.6,1.2,2015-07-31,550,Terra,MODIS,100,6.2,312.2,1150.7,N,0
81002,38.9023,-122.426,377.9,1.6,1.2,2015-07-31,550,Terra,MODIS,100,6.2,293.4,275.2,N,0
81004,38.8983,-122.3944,346.9,1.6,1.2,2015-07-31,550,Terra,MODIS,100,6.2,297.1,99.2,N,0
81005,38.895,-122.4111,384.6,1.6,1.2,2015-07-31,550,Terra,MODIS,100,6.2,298.0,327.7,N,0
81006,38.9059,-122.4141,435.3,1.6,1.2,2015-07-31,550,Terra,MODIS,100,6.2,309.5,1050.1,N,0
81007,38.9024,-122.4319,350.4,1.6,1.2,2015-07-31,550,Terra,MODIS,100,6.2,286.1,113.3,N,0
81008,38.9091,-122.3983,371.0,1.6,1.2,2015-07-31,550,Terra,MODIS,100,6.2,294.9,225.1,N,0
81009,38.9197,-122.4028,322.1,1.6,1.2,2015-07-31,550,Terra,MODIS,100,6.2,274.5,29.7,N,0
81010,38.9165,-122.4192,401.4,1.6,1.2,2015-07-31,550,Terra,MODIS,100,6.2,283.2,505.0,N,0
81011,38.9132,-122.4355,367.6,1.6,1.2,2015-07-31,550,Terra,MODIS,100,6.2,272.8,203.4,N,0
81013,38.8589,-122.471,329.8,1.6,1.2,2015-07-31,550,Terra,MODIS,100,6.2,296.4,48.6,N,0
81014,38.87,-122.4734,339.9,1.6,1.2,2015-07-31,550,Terra,MODIS,100,6.2,298.6,77.2,N,0
81015,38.8662,-122.493,320.5,1.6,1.2,2015-07-31,550,Terra,MODIS,100,6.2,295.5,29.4,N,0
81016,38.8844,-122.4586,354.5,1.6,1.2,2015-07-31,550,Terra,MODIS,100,6.2,292.9,135.6,N,0
81017,38.8809,-122.4769,354.1,1.6,1.2,2015-07-31,550,Terra,MODIS,100,6.2,296.2,132.6,N,0
81018,38.8843,-122.4644,354.7,1.6,1.2,2015-07-31,550,Terra,MODIS,100,6.2,294.2,133.3,N,0
81022,38.9527,-122.47,347.9,1.6,1.2,2015-07-31,550,Terra,MODIS,100,6.2,283.8,112.8,N,0
81023,38.9493,-122.4871,328.6,1.6,1.2,2015-07-31,550,Terra,MODIS,93,6.2,280.2,51.1,N,0
81024,38.9633,-122.4748,358.1,1.6,1.2,2015-07-31,550,Terra,MODIS,100,6.2,283.8,160.9,N,0
81025,38.9599,-122.4919,347.0,1.6,1.2,2015-07-31,550,Terra,MODIS,100,6.2,275.1,110.3,N,0
81299,38.9369,-122.4477,322.2,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,298.1,18.8,N,0
81300,38.9353,-122.4354,342.6,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,302.5,51.0,N,0
81302,38.9338,-122.4232,355.1,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,304.8,80.4,N,0
81303,38.9322,-122.411,332.0,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,299.9,32.6,N,0
81304,38.9213,-122.4003,341.3,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,299.3,48.3,N,0
81306,38.9182,-122.4506,334.8,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,297.2,36.2,N,0
81307,38.9166,-122.4382,382.1,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,304.3,179.9,N,0
81308,38.912,-122.4017,451.8,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,324.8,829.2,N,0
81309,38.9151,-122.4261,350.7,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,301.4,67.6,N,0
81310,38.9135,-122.4138,349.0,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,303.7,63.7,N,0
81311,38.9105,-122.3898,341.7,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,300.3,49.3,N,0
81312,38.9042,-122.4151,319.6,1.1,1.0,2015-07-31,1002,Aqua,MODIS,99,6.2,297.9,16.0,N,0
81314,38.9026,-122.40299999999999,374.7,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,305.5,146.7,N,0
81315,38.9012,-122.3913,339.6,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,299.6,45.4,N,0
81316,38.8736,-122.4527,326.8,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,301.0,24.4,N,0
81317,38.8829,-122.45100000000001,340.2,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,301.2,46.5,N,0
81318,38.8643,-122.455,353.8,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,304.5,76.3,N,0
81319,38.8596,-122.4178,354.2,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,299.6,78.7,N,0
81320,38.8535,-122.4448,336.5,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,298.9,40.6,N,0
81323,38.8845,-122.4634,364.1,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,303.2,109.2,N,0
81324,38.8768,-122.4779,320.9,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,298.2,18.6,N,0
81325,38.8752,-122.4652,343.0,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,300.9,52.1,N,0
81326,38.8675,-122.4799,321.7,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,297.7,19.1,N,0
81327,38.8659,-122.4674,372.4,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,303.0,138.3,N,0
81328,38.8551,-122.4574,331.3,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,297.9,31.9,N,0
81329,38.8919,-122.4691,325.7,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,296.8,23.5,N,0
81330,38.8903,-122.4566,335.3,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,298.2,36.8,N,0
81331,38.9603,-122.4818,318.6,1.1,1.0,2015-07-31,1002,Aqua,MODIS,97,6.2,297.3,16.7,N,0
81332,38.9587,-122.4695,351.3,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,300.3,72.0,N,0
81333,38.9572,-122.4573,341.2,1.1,1.0,2015-07-31,1002,Aqua,MODIS,100,6.2,297.4,49.3,N,0
81550,38.936,-122.4267,363.0,1.5,1.2,2015-07-31,1928,Terra,MODIS,100,6.2,308.0,147.5,D,0
81551,38.9153,-122.4365,349.6,1.5,1.2,2015-07-31,1928,Terra,MODIS,95,6.2,310.6,87.8,D,0
81552,38.9292,-122.4495,343.6,1.5,1.2,2015-07-31,1928,Terra,MODIS,91,6.2,308.2,67.4,D,0
81553,38.9134,-122.443,359.7,1.5,1.2,2015-07-31,1928,Terra,MODIS,99,6.2,308.7,128.6,D,0
81554,38.91,-122.4258,367.2,1.5,1.2,2015-07-31,1928,Terra,MODIS,100,6.2,311.7,162.9,D,0
81556,38.8994,-122.4292,383.9,1.5,1.2,2015-07-31,1928,Terra,MODIS,100,6.2,310.8,281.7,D,0
81557,38.896,-122.4118,411.1,1.5,1.2,2015-07-31,1928,Terra,MODIS,100,6.2,324.8,574.4,D,0
81558,38.8925,-122.3939,354.1,1.5,1.2,2015-07-31,1928,Terra,MODIS,97,6.2,308.6,102.8,D,0
81561,38.8853,-122.4149,382.5,1.5,1.2,2015-07-31,1928,Terra,MODIS,94,6.2,307.0,277.8,D,0
81562,38.8531,-122.4244,356.1,1.5,1.2,2015-07-31,1928,Terra,MODIS,92,6.2,307.3,115.5,D,0
81563,38.8565,-122.4414,357.1,1.5,1.2,2015-07-31,1928,Terra,MODIS,93,6.2,308.9,117.6,D,0
81568,38.9426,-122.5169,369.1,1.5,1.2,2015-07-31,1928,Terra,MODIS,100,6.2,305.3,186.9,D,0
81569,38.935,-122.5355,390.0,1.5,1.2,2015-07-31,1928,Terra,MODIS,100,6.2,306.2,340.1,D,0
81570,38.931999999999995,-122.5201,383.2,1.5,1.2,2015-07-31,1928,Terra,MODIS,100,6.2,307.4,281.9,D,0
81571,38.9402,-122.5233,384.3,1.5,1.2,2015-07-31,1928,Terra,MODIS,100,6.2,309.3,291.4,D,0
81573,38.9325,-122.5419,362.9,1.5,1.2,2015-07-31,1928,Terra,MODIS,100,6.2,302.0,152.9,D,0
81577,38.8598,-122.4583,356.8,1.5,1.2,2015-07-31,1928,Terra,MODIS,93,6.2,306.7,119.3,D,0
81581,38.849000000000004,-122.4607,360.7,1.5,1.2,2015-07-31,1928,Terra,MODIS,100,6.2,305.7,139.3,D,0
81582,38.9295,-122.52600000000001,378.2,1.5,1.2,2015-07-31,1928,Terra,MODIS,100,6.2,306.2,246.2,D,0
81585,38.9601,-122.4913,371.4,1.5,1.2,2015-07-31,1928,Terra,MODIS,100,6.2,307.2,197.9,D,0
81586,38.9568,-122.4745,376.8,1.5,1.2,2015-07-31,1928,Terra,MODIS,100,6.2,311.7,234.4,D,0
81589,38.9429,-122.4617,341.4,1.5,1.2,2015-07-31,1928,Terra,MODIS,90,6.2,304.5,56.7,D,0
81604,40.6031,-123.083,362.7,1.3,1.1,2015-07-31,1928,Terra,MODIS,100,6.2,308.9,124.9,D,0
81639,40.4567,-123.0582,351.5,1.2,1.1,2015-07-31,2107,Aqua,MODIS,95,6.2,310.5,68.7,D,0
81640,40.459,-123.0447,415.0,1.2,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,319.3,426.3,D,0
81661,38.8442,-122.4347,432.9,1.2,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,324.9,609.9,D,0
81662,38.842,-122.4477,401.5,1.2,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,314.4,301.9,D,0
81664,38.8455,-122.4554,365.3,1.2,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,305.8,105.2,D,0
81665,38.85,-122.4291,401.1,1.1,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,319.5,297.3,D,0
81666,38.8477,-122.4425,435.2,1.2,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,330.5,640.5,D,0
81672,38.8827,-122.4105,369.9,1.1,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,309.7,123.6,D,0
81673,38.8943,-122.4003,366.5,1.1,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,313.1,109.5,D,0
81674,38.8921,-122.4132,356.5,1.1,1.1,2015-07-31,2107,Aqua,MODIS,98,6.2,318.1,73.7,D,0
81675,38.8899,-122.426,373.6,1.1,1.1,2015-07-31,2107,Aqua,MODIS,94,6.2,316.8,136.8,D,0
81677,38.9016,-122.4154,379.1,1.1,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,318.1,161.9,D,0
81678,38.9037,-122.4028,365.4,1.1,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,313.8,103.5,D,0
81679,38.913000000000004,-122.4061,362.0,1.1,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,313.4,90.9,D,0
81680,38.8994,-122.4284,373.4,1.1,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,313.6,135.8,D,0
81683,38.9088,-122.431,366.2,1.1,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,312.4,105.3,D,0
81684,38.9065,-122.4442,362.4,1.1,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,311.2,91.3,D,0
81685,38.9223,-122.4093,355.9,1.1,1.1,2015-07-31,2107,Aqua,MODIS,98,6.2,313.2,68.7,D,0
81686,38.9202,-122.4218,345.7,1.1,1.1,2015-07-31,2107,Aqua,MODIS,92,6.2,313.4,40.6,D,0
81687,38.9295,-122.4247,382.6,1.1,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,317.2,177.4,D,0
81688,38.9275,-122.4369,363.2,1.1,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,313.9,93.1,D,0
81695,38.8526,-122.471,365.2,1.2,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,300.0,107.8,D,0
81698,38.9193,-122.5438,414.6,1.2,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,324.5,418.5,D,0
81699,38.917,-122.5575,425.2,1.2,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,318.1,532.4,D,0
81702,38.9239,-122.5368,394.4,1.2,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,316.6,258.5,D,0
81703,38.9216,-122.5499,458.4,1.2,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,400.1,1011.6,D,0
81704,38.9193,-122.5636,384.6,1.2,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,310.0,200.9,D,0
81706,38.9424,-122.4872,369.8,1.2,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,310.4,120.2,D,0
81708,38.931,-122.5531,501.4,1.2,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,400.1,2024.5,D,0
81709,38.9379,-122.5129,358.4,1.2,1.1,2015-07-31,2107,Aqua,MODIS,99,6.2,309.2,81.8,D,0
81710,38.9473,-122.5159,351.4,1.2,1.1,2015-07-31,2107,Aqua,MODIS,95,6.2,304.2,60.2,D,0
81711,38.9356,-122.5264,411.7,1.2,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,316.7,391.4,D,0
81712,38.9332,-122.5402,416.0,1.2,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,325.5,434.2,D,0
81713,38.9287,-122.5665,442.6,1.2,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,318.9,757.8,D,0
81715,38.9467,-122.462,343.9,1.1,1.1,2015-07-31,2107,Aqua,MODIS,90,6.2,307.6,42.1,D,0
81716,38.9446,-122.4743,401.8,1.2,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,313.3,305.0,D,0
81718,38.9539,-122.4774,370.4,1.2,1.1,2015-07-31,2107,Aqua,MODIS,100,6.2,315.5,123.7,D,0
